,review_rating,review_text,verified_purchase,total_words,total_characters,total_stopwords,total_punctuations,total_uppercases,sentiment,sentiment_label
383,5,happi vaselin intens care cream gentl sooth skin fussi product purchas sensit dri skin product tick box perfect skin type happi review collect part promot,False,60,311,33,7,7,1.0,positive
384,5,morn receiv bottl vaselin alo sooth tryit sampl wait tri skin feel smell amaz lotion easi appli soak right love review collect part promot,False,47,252,20,7,7,0.39285714285714285,positive
385,5,suffer dri skin age alway look find best product give skin reliev stop look final find product vaselin intens care alo first come big bottl dont worri finish fast come smell nice clean fresh final import reliev sooth realli absorb fast dont need wait put cloth realli love review collect part promot,False,118,564,52,19,12,0.3106060606060606,positive
386,5,cream one best bodi cream tri expect much pleasantli surpris cream nice creami white textur greasi absorb quickli skin make feel love soft smooth cream also absolut gorgeou refresh smell alo vera could smell day love review collect part promot,False,81,432,39,11,8,0.4125,positive
387,3,decent everyday lotion clean light scent luxuri natur product petrolatum alo fairli light textur job effect moistur good price especi skin still damp review collect part promot,False,60,323,29,10,3,0.3055555555555555,positive
388,5,love day cream make skin feel love help age,True,10,60,2,1,1,0.5,positive
389,5,great product arriv quickli nice scent,True,7,45,1,1,2,0.7,positive
390,5,arriv time well packag great product need much strong fragranc,True,15,91,4,4,3,0.6166666666666667,positive
391,5,realli good valu money perfect wash babi cloth,True,12,72,3,2,1,0.85,positive
392,1,product leak order suggest,True,17,81,13,1,2,0.0,neutral
393,5,love smell soft,True,5,27,2,0,1,0.3,positive
394,5,excel product use awhil suitabl whole famili make obviou choic,False,20,120,9,4,2,0.2,positive
395,1,start use could find old simpl night cream impress seem caus breakout eye irrit make differ skin sot make wors,False,38,199,17,6,5,0.1,positive
396,5,love sweet smell bodi lotion cream thick absorb quickli skin bottl state non greasi formula found correct appli lotion morn hour later skin still felt soft review collect part promot,False,61,316,30,8,6,0.12999999999999998,positive
397,5,use bodi lotion never tri vaselin one wish pleasant fragranc leav skin soft nourish shower area dri skin tend use bed realli notic differ previou lotion morn review collect part promot,False,67,349,33,8,9,0.41666666666666663,positive
398,5,got coupl day ago use shower smell realli nice realli good leav skin soft smooth last day cold weather need someth like realli good keep skin moisturis fresh day review collect part promot,False,62,317,26,9,4,0.27499999999999997,positive
399,5,lightli fragranc lotion dispens easili bottl found spread well across skin absorb quit quickli realli seem work well dryer area knee elbow tri feet also revel quit thin absorb quickli meant need bed sock slip place night also moisturis feet realli well realli impress versatil lotion review collect part promot,False,101,541,50,8,7,-0.4,negative
400,5,use month love product dri skin use twice week help keep control eldest daughter eczema use small amount everi night elbow realli help smell love absorb quickli leav sticki residu like product love product lot review collect part promot,False,78,422,36,15,9,0.3125,positive
401,5,suffer bad dri skin winter start use vaselin intens care alo sooth bodi lotion result amaz skin feel soft smooth happi continu use daili review collect part promot,False,52,281,22,6,4,-0.06666666666666661,negative
402,5,love cream heavi overli soak skin keep moisturis age realli soft fragranc overli perfum remind holiday suffer realli dri arm hand applic look felt significantli better review collect part promot,False,60,340,28,9,5,0.3666666666666667,positive
403,5,winter left dri skin especi hand wrist perfect solut moisturis clean fresh smell alo absorb realli quickli skin greasi feel small amount need make differ ml bottl last well spring ad daili routin review collect part promot,False,82,432,44,9,6,0.23611111111111113,positive
404,5,suffer dri sensit skin vaselin product one moistur use without skin react flare itch terribl first thing notic beauti fresh aroma soon clip open lid soon appli drop onto skin instantli felt sooth sensat feel greasi unlik mani moistur absorb quickli effect skin quickli felt moisturis hydrat product help dri skin problem massiv use everi day particularli shower bath also bed confid skin still feel freshli moisturis come morn fantast product definatli recommend review collect part promot,False,134,789,55,10,12,0.18333333333333335,positive
405,5,love light none sticki moisturis goe well soak leav residu tend use leav skin feel soft moist heavi good everyday use review collect part promot,False,55,272,27,6,3,0.3,positive
406,5,usual use get big carton brainer last month one prefer product ideal sensit skin fair bit wash,True,38,188,19,3,3,0.27,positive
407,4,bargain howev think consist shop one smell nice seem last iron,True,19,132,9,5,5,0.3,positive
408,5,great valu money fantast product love smell easi use wash tablet,True,14,86,3,2,3,0.65,positive
409,5,like simpl brand product sensit skin need realli care chemic simpl face moisturis moisturis fantast littl smell gel like consist without sticki gloopi product market moisturis appli well skin sink quickli leav skin feel refresh moisturis heavi sticki reaction moisturis combin skin moisturis ideal greasi hour wear find skin feel total normal greasi sometim get creami moisturis also found could appli makeup easili within short period time moisturis sunk skin easili light wrinkl although moisturis perform miracl prevent skin dri day effect heat sun think one best moisturis use job side effect,False,202,1116,109,13,23,0.4083333333333334,positive
410,5,havent tri hamper im make christma im sure good comfort product,True,24,121,13,1,1,0.6,positive
411,5,remov stain keep wash great condit,True,8,51,2,0,1,0.8,positive
412,5,beat price smell clean love,True,8,41,2,1,1,0.43333333333333335,positive
413,1,aw buy wipe thick like wet paper towel usual wipe face actual sore use,True,25,133,10,7,5,-0.1625,negative
414,5,smell beauti well worth money,True,7,41,2,0,1,0.3,positive
415,5,easi throw drum messi liquid spill wash well non bio,True,17,87,5,3,4,0.0,neutral
416,1,product anyth gentl realli sting eye leav skin around eye dri flaki aw product that go end bin,False,31,159,13,3,3,0.0,neutral
417,4,given product review think good booster skin love soft dri flaki patch disappear,False,27,136,10,5,3,0.43333333333333335,positive
418,4,first time use vaselin intens alo bodi lotion brilliant leav skin soft suppl nice fresh scent linger skin good dri skin thoroughli moisturis leav greasi patch would definit buy would highli recommend review collect part promot,False,62,357,25,7,6,0.4749999999999999,positive
419,4,use lotion got bath felt realli luxuri smelt delici love fact littl drop vaselin jelli bottl good size last age highli recommend review collect part promot,False,55,284,26,9,8,0.39999999999999997,positive
420,5,great product well packag great price,True,8,50,2,2,1,0.8,positive
421,5,excel valu bulk buy save money long run,True,10,55,2,0,1,-0.05,negative
422,5,ok,True,1,2,0,0,1,0.5,positive
423,5,like deodor afford bulk buy obviou choic far month still half pack left,True,31,148,16,3,4,-0.022222222222222216,negative
424,5,arriv ok good item thank,True,5,29,0,2,1,0.6,positive
425,5,good qualiti condition water leav cloth soft smell nice bulk buy deliv door simpl bought funnel could decant small condition bottl easier use full l bottl pour condition section washer,True,55,308,22,7,6,0.3,positive
426,5,great product,True,2,13,0,0,0,0.8,positive
427,5,great thank came day later smell love,True,9,48,1,1,2,0.43333333333333335,positive
428,5,use mosturi past caus breakout moisturis job hydrat dri skin breakout highli doubt ever switch anoth product,False,39,213,20,4,4,-0.25,negative
429,5,like product make skin soft skin smell fresh greasi absorb quickli make skin soft comfort first thought smell littl bit strong thought ok review collect part promot,False,54,284,26,9,4,0.28055555555555556,positive
430,5,one product think everi household cabinet patchi skin sooth leav skin refresh non greasi even use face also last forev review collect part promot,False,51,274,27,10,6,0.0,neutral
431,5,suffer realli dri skin winter month despit put layer layer usual moistur need one layer within lotion keep moistur whole day textur thick worri first let fool ingredi work treat keep moistur lock love smell review collect part promot,False,76,416,34,10,5,0.07999999999999999,positive
432,5,time year skin tend becom dri itchi within day use vaselin intens care alo sooth skin feel much better realli light finish easili absorb skin without leav sticki feel also smell realli pleasant subtl non greasi definit deliv claim term calm heal dri skin would highli recommend review collect part promot,False,85,470,33,8,10,0.48333333333333334,positive
433,4,struggl find moisturis last day without get mid way day feel leg itchi dri alway will pay fair bit find right product one tick box expens realli great cream feel need reappli great find moistur buy review collect part promot,False,82,424,39,12,8,0.4309523809523809,positive
434,4,tri lotion firstli get enough smell smell clean fresh quit light formula absorb easili lightweight moisturis well get dress straight away would great holiday light review collect part promot,False,56,319,26,16,7,0.3523809523809524,positive
435,5,prior receiv pretti rough elbow particular skin feel dri busi mum two admit sometim neglect may empathis product trial gave perfect opportun reconnect bit u cme time u day bath shower smother must admit first time put sure smell offens like cucumb smell although alo tend smell perfum time howev day actual like smell applic went nice thick soak pretti quickli feel sticki alway morn wash even even bedtim skin feel notic softer rough elbow gone verdict thumb ye continu use thank fab product trial introduc vaselin alo review collect part promot,False,191,1014,93,30,24,0.2016666666666666,positive
436,5,fast deliveri great product,True,4,29,0,2,1,0.5,positive
437,5,reliabl product even cooler wahs an love fragranc,True,10,62,2,1,1,0.5,positive
438,5,valu money nice smell daughter love recommend,True,12,67,4,4,3,0.55,positive
439,2,girlfriend pleas still said ok,True,9,52,3,0,2,0.5,positive
440,5,great product,False,2,13,0,0,1,0.8,positive
441,5,scrumptiou authent pot noodl flavour,True,5,42,0,2,3,0.0,neutral
442,5,offer half price pleas also like compact bottl size,False,16,81,7,1,0,-0.16666666666666666,negative
443,5,love ice cream,False,3,17,0,1,1,0.5,positive
444,4,love marmit feel like wast lot squeezi format,False,12,62,4,1,1,0.5,positive
445,3,husband said sharp begin quit nice got use assum scent grow use thank ocado sampl,False,37,175,20,2,4,0.2375,positive
446,4,like chocol ice cream howev quit nice end eat half tub one go quit sweet though nice chunk chocol marshmallow caramel,False,35,195,13,12,5,0.3458333333333333,positive
447,5,rich full flavour well love famili expens great special treat,False,18,95,8,3,3,0.47642857142857153,positive
448,4,one favourit chocol ice cream especi love dark chocol fish expens though would buy offer,False,27,150,11,4,3,0.175,positive
449,5,smell love job,False,6,31,3,1,1,0.5,positive
450,4,subtl prefer love fragranc linger perfum creami lather doesnt dri hand dock star bottl pump recycl offer bottl without pump could reus pump,False,41,235,15,11,5,0.5,positive
451,5,great handwash smell delight use put next wash hand basin drip leav hand fresh clean great buy,False,23,135,6,5,4,0.4533333333333333,positive
452,4,thick creami smelt fresh,False,5,28,1,0,1,-2.7755575615628914e-17,negative
453,4,frozen pear scent realli pleasant,False,7,40,2,0,1,0.7333333333333333,positive
454,5,sent review gave hubbi tri hubbi realli like creami textur love smell overpow,False,27,141,14,4,4,0.5,positive
455,5,fantast cream skin look feel like sauna outstand bodi turkey neck skin find store bottl upsid gentli shake still upsid use graviti vastli help releas cream bottl,False,48,270,21,3,2,0.0,neutral
456,5,nightli treat perfect,False,4,28,1,1,2,1.0,positive
457,2,might need use tini bit smell littl overpow tbh remind loo cleaner,False,21,105,9,3,1,0.0,neutral
458,5,your look super moistur bodi wash leav skin super soft,False,17,90,6,2,2,0.25555555555555554,positive
459,5,use kid sensit skin doesnt irrit us great last scent littl bit goe long way bottl last price reason compar similar product,False,48,247,25,7,5,0.15,positive
460,4,bodi wash soft origin dove origin smell love prefer smell cucumb green tea deep mostur bodi wash mean definetli work great product mostureris prefer one still recommend good product,False,53,282,21,10,7,0.22678571428571428,positive
461,5,love bodi skin get super dri winter product help reduc fyi skin,False,20,97,8,0,4,0.41666666666666663,positive
462,4,use winter help keep skin moistur find need follow lotion shower skin get dri work well inexpens like plain scent well,False,47,220,26,5,7,-0.21428571428571427,negative
463,5,use dove deep moistur shave pretti much entir bodi amaz best smoothest shave ever skin soft,False,29,145,12,4,6,0.325,positive
464,5,feel like im realli get clean love lotion feel overli price,False,18,91,6,2,4,0.43333333333333335,positive
465,5,tri vaselin bodi lotion think favourit one far smell divin overpow lotion glide sink skin rub leav oili residu skin absorb lotion soon appli notic huge differ skin sinc use definit use lotion everi day review collect part promot,False,92,478,47,12,9,0.25000000000000006,positive
466,5,tri product impress smell nice left skin feel fresh soft would highli recommend use product moisturis dri skin product made real differ gone dri soft smooth review collect part promot,False,60,323,28,9,7,0.24285714285714288,positive
467,5,love soft skin feel use product cold winter month especi help,False,19,108,8,3,2,0.0,neutral
468,5,absolut fantast find skin goe dri winter weather central heat tri vaselin intens care moisturis realli dealt well dri skin includ elbow knee realli super dri place glide like dream super moisturis skin smell like summer spent lay beach highli recommend review collect part promot,False,73,412,27,4,4,0.14166666666666666,positive
469,4,ive use time morn night shower fresh scent leav cool fresh feel skin id especi love holiday sun product left skin feel smooth quit radiant definit continu use review collect part promot,False,58,335,23,13,5,0.30833333333333335,positive
470,5,love product love fresh smell leav sticki residu amaz dri skin everyday moistur leav skin feel fresh soft invigor great price nice colour bottl review collect part promot,False,44,267,15,9,6,0.36250000000000004,positive
471,5,got week ago use everyday sinc skin feel soft moisturis dri day like previou one lotion lightweight oili blend skin realli nice smell great would deco recommend cream everyon men women review collect part promot,False,72,382,31,12,6,0.325,positive
472,5,use day realli like bodi moisturis heavi still manag moisturis skin well without leav greasi cucumb fragranc realli nice fresh help wake shower without overpow review collect part promot,False,67,359,37,6,5,0.44999999999999996,positive
473,5,nice alo scent smooth nice light absorb skin take get use dri skin accustom richer moistur tend leav residu actual leav skin feel smooth soft whole day also like fact could moisturis quickli without spend age smooth wait absorb good product review collect part promot,False,95,498,48,9,7,0.38,positive
474,5,realli like seem moisturis better bodi lotion tri seem help skin stay moisturis longer use hand cream well even make differ dri hand would recommend review collect part promot,False,57,298,26,8,5,0.5,positive
475,5,love product amaz son suffer dri skin especi winter sore last week use cream leg bodi improv vastli smell love smooth appli rub perfectli without residu would recommend product other would definit buy review collect part promot,False,82,440,43,11,7,0.255,positive
476,1,use product week given realli bad skin spot product also dri would recommend sensit skin,False,31,161,15,3,2,-0.6999999999999998,negative
477,5,oili skin find moisturis offer spf protect without leav greasi film challeng sink well make shini critic uva star rate,False,47,242,26,4,9,0.0,neutral
478,5,use year work realli well damag cloth left residu cloth keep cloth good condit colour irrit sensit skin way use persil silk wool year realli good look amazon supermarket week row realis cost amazon pantri wash silk wool linen item silk wash wash machin set think come follow degre c light action low spin cycl import hard spin wool silk ruin fibr hang dri item either hand wash dri clean item quit honestli strength hand wash wish dri clean work well year use deterg,False,194,948,106,24,13,0.2601851851851852,positive
479,5,goof,True,1,4,0,0,1,0.0,neutral
480,4,actual good practic use pot keep hot easi make,True,17,85,7,3,3,0.31666666666666665,positive
481,5,realli happi good qualiti valu recommend seller issu would highli recommend,True,17,101,6,0,3,0.7,positive
482,5,larg bottl shampoo improv hair shini clean terrif product famili group student ml last month tresemm superb brand afford price speedi deliveri good packag product arriv extra bubbl wrap around bottl,True,42,268,10,10,8,0.4133333333333333,positive
483,3,make hair oili ye protect blow dri last long next day need shower,True,23,114,9,2,4,-0.016666666666666666,negative
484,5,great valu money good hair type use hous hair rang toddler girl normal boy curli boy hair fine thin thick long hair highlight hair clean soft use neg shape bottl make hard wet soapi hold one hand squeez hand also lid close properli dri block hard clean,False,87,450,39,14,8,0.1128205128205128,positive
485,5,nice smell,True,2,10,0,0,1,0.6,positive
486,5,smell love,True,2,13,0,0,1,0.5,positive
487,5,good valu,True,2,10,0,0,1,0.7,positive
488,5,good valu pack fast servic,True,5,28,0,0,1,0.44999999999999996,positive
489,5,best deodor brand alway deliv smell amaz,True,8,56,1,1,1,1.0,positive
490,5,good valu price,True,5,24,2,0,1,0.7,positive
491,5,good valu,True,2,10,0,0,1,0.7,positive
492,5,great bo beater smell nice,False,5,28,0,1,2,0.7,positive
493,5,realli work well pleasant smell stain cloth excel product,True,13,84,4,3,2,0.7333333333333333,positive
494,5,love comfort smell fresh,True,5,33,2,1,1,0.4,positive
495,5,smell gorgeou huge bottl last age bought stock purchas leav cloth smell love,True,22,125,6,2,1,0.30000000000000004,positive
496,5,good,True,1,4,0,0,1,0.7,positive
497,5,smell nice soft static free,True,6,33,1,1,2,0.4,positive
498,5,like unperfum vital import littl bunni rabbit point view ye like thing clean soft henc babysoft condition perfum stronger would troubl bodi offend naturu scent live fresh hay eat rose petal imagin beauti littl bunni self smell fake perfum would send scent gland overdr would compel mark everyth reason product pass thr bunni test soft unscent perfect mr bunni sez,True,94,592,39,23,12,0.2447811447811448,positive
499,5,smell nice leav cloth smell nice fresh got last long big bottl pleas purchas,True,32,161,17,0,1,0.24166666666666667,positive
500,5,smell good keep pit dri go wrong dove deodor,True,13,71,3,3,3,0.09999999999999998,positive
501,5,expect,True,2,11,1,0,1,0.0,neutral
502,4,shower gel,True,3,14,1,0,1,0.0,neutral
503,5,excel price size especi much mr poor,True,11,63,3,2,2,-0.4,negative
504,5,excel valu price fact bought,True,10,52,4,4,2,0.0,neutral
505,5,love smell last age cloth,True,7,37,2,0,1,0.25,positive
506,5,great,True,1,5,0,0,1,0.8,positive
507,5,great multi pack subscript,True,7,37,3,0,1,0.8,positive
508,5,better half want cheaper bought local,True,13,71,7,1,1,0.11111111111111112,positive
509,5,say job pleas purchas definit buy,True,15,83,9,3,2,0.0,neutral
510,5,work expect,True,4,20,2,0,0,0.0,neutral
511,5,hard get hand think got enough small amount keep hair place think three tub last long time,True,33,158,16,3,2,-0.11833333333333336,negative
512,2,purchas cheap realli forgotten bad tast like chew old wet rope hope kid like get home school ha ha ha cours lie say tast great,True,52,266,25,8,4,0.10000000000000005,positive
513,5,handi thing keep cupboard perfect quick snack great price pack order arriv expect pack well,True,26,143,9,6,3,0.7111111111111111,positive
514,5,use marmit sausag instead mustard addict,True,11,60,5,2,4,0.0,neutral
515,5,good price fast deliveri,True,4,24,0,0,1,0.44999999999999996,positive
516,5,keep home fresh clean,True,6,31,2,1,0,0.33333333333333337,positive
517,5,like,True,1,5,0,1,1,0.0,neutral
518,5,absolut love comfort creation fabric condition smell realli nice make whole hous smell wonder deal save quid bulk buy well worth buy one happi custom buy need get tempt everytim,True,48,284,19,3,5,0.4,positive
519,5,best shampoo ever use make hair shini soft full bodi tini bit goe long way bottl last month wonder stuff love,True,36,176,12,9,6,0.3166666666666667,positive
520,5,brilliant qualiti price,False,5,31,2,0,1,0.9,positive
521,5,absolut love deodor much cheaper buy line,True,14,72,7,1,1,0.35,positive
522,5,good valu big pot,True,5,24,1,1,1,0.35,positive
523,5,,True,1,2,0,1,0,0.0,neutral
524,5,love scent get offer massiv bonu alway leav wash smell beauti fresh hang bed sheet radiat dri whole hous perfum love,True,39,214,15,4,5,0.375,positive
525,4,realli pleas condition smell love good offer could leav cloth littl softer overal good product,True,20,128,5,4,4,0.6333333333333333,positive
526,3,love smell howev bottl half full,True,10,54,4,0,1,0.22777777777777777,positive
527,5,bought bulk still work way shall buy,True,17,78,8,2,3,0.0,neutral
528,3,qualiti expect persil pod dissolv properli low temperatur overload machin rememb put pod back machin find bit semi melt pod machin wors cloth,True,49,266,25,7,6,0.0,neutral
529,5,buy anyth els,True,5,27,1,0,2,0.0,neutral
530,4,keep wash machin go,True,5,33,1,0,1,0.0,neutral
531,5,excel valu,True,2,15,0,0,1,0.0,neutral
532,5,good,True,1,4,0,0,1,0.7,positive
533,5,qualiti,True,1,7,0,0,1,0.0,neutral
534,5,use time alway larg load job smell better other use recent,True,27,122,14,3,4,0.125,positive
535,3,alway go persil non bio cheap alway leav lumpi larg residu behind,True,20,103,6,0,4,0.0,neutral
536,5,read detail correctli small bottl total litr expens quantiti lt bottl,True,25,150,9,5,6,-0.125,negative
537,4,read post amazon sell wash send larger one decid order small bottl advertis sure worth bottl shop sell larger one p extra love spell use fabric softer need littl amount,True,54,298,21,6,6,0.15,positive
538,5,excel valu money,True,4,25,1,0,1,0.0,neutral
539,5,brilliant price happi purchas last,True,10,61,4,3,2,0.45,positive
540,5,wife happi,True,12,46,10,0,1,0.0,neutral
541,5,got luvli smell save carri home shop much easi deliv mistak order wrong size need wash worri l doubl check next x,True,43,204,20,2,3,-0.09999999999999999,negative
542,1,tini littl bottl worth money,True,9,48,4,0,1,0.3,positive
543,5,treat much appreci husband current portug miss english tea perfect deliveri spot thank,False,24,136,9,4,6,0.3,positive
544,5,tan sunb spray tan take skin thought would tri within coupl week could see clear differ friend famili could also see,True,40,190,17,3,6,0.10000000000000002,positive
545,4,effect wash pod,True,4,28,1,1,1,0.0,neutral
546,4,perfect persil best fast deluveri,True,7,43,2,3,3,0.7333333333333334,positive
547,5,go wrong paid pack,True,8,38,1,1,4,-0.5,negative
548,1,although great price come sever allergi idea use problem,True,25,122,16,2,1,0.8,positive
549,5,smell divin definit recommend,True,7,43,1,2,2,0.0,neutral
550,5,happi worth moeni,True,9,40,6,0,1,0.3,positive
551,3,bought save lumber home larg bottl supermarket decant exist contain could tell straight away concentr one normal buy despit fill condition compart wash machin towel soft unlik other one bought manufactur label,True,63,374,30,5,4,0.08124999999999999,positive
552,5,alway use comfort,True,4,21,1,0,1,0.0,neutral
553,1,know actual comfort pure fabric condition label whatsoev unprofession buy could anyth,True,26,160,14,5,4,0.10714285714285714,positive
554,1,seem product miss bottl,True,9,51,5,1,1,0.0,neutral
555,3,job,False,3,12,2,0,1,0.0,neutral
556,5,famili love marshmallow particularli good,False,11,65,5,1,2,0.6,positive
557,4,ice cream smooth indulg marshmallow mostli bottom half pot realli add much term flavour textur would buy occasion treat,False,39,205,20,4,3,0.14444444444444446,positive
558,5,whole famili realli enjoy ice cream realli love textur plenti chocol fish may littl sweet realli like,False,32,168,13,4,3,0.36250000000000004,positive
559,4,ice cream nice differ textur within isnt chocolatey look littl expens nice treat favourit bit marshmallow bit within ice cream,False,42,218,22,4,2,0.6,positive
560,5,love ice cream nice chunk chocol love flavour difficult eat entir tub,False,20,107,8,3,2,0.275,positive
561,2,usual buy mr muscl one ill go back,False,13,57,4,2,4,-0.25,negative
562,5,great product use first time bath shave leg lotion greasi left leg smell feel fab wait take holiday hydrat skin day sun review collect part promot,False,57,288,29,9,6,0.35000000000000003,positive
563,4,winter realli take toll skin moisturis wonder soak fast greasi realli refresh alo scent well everyth need well water base probabl best oili skin normal dri great pretti sensit caus problem howev also contain palm oil palm oil brilliant ingredi lot wonder thing moment rare ethic sourc issu product unilev big big player need address issu review collect part promot,False,128,693,64,24,13,0.2833333333333333,positive
564,5,tri product total impress soft left skin refresh touch well smell suffer dri skin made differ use product time review collect part promot,False,59,298,34,7,5,0.03333333333333333,positive
565,3,decidedli smaller normal magnum raspberri newsweek two layer chocol sweet much quantiti,False,22,130,10,1,3,0.175,positive
566,4,gentl love lather keen fragranc would tri other rang,False,18,94,9,2,2,0.1875,positive
567,4,mani thank ocado free trial product got husband test big bottl last quit long time gel rather liquid mean easier deal fragranc quit subtl definit recognis cedarwood quit popular men bath product,False,64,345,29,5,8,0.10625,positive
568,4,wouldnt normal choos chocol ice cream husband isnt fan either howev quit taken think tub disappear quickli,False,29,159,12,1,2,0.15,positive
569,5,receiv tub tri dessert sunday lunch one tub suffici us children love cours gave million star particularli enjoy count mani chocol fish found thought realli nice chocol ice cream plenti chocol fish much expect didnt realli think lot caramel marshmallow content shame would howev buy product,False,98,509,46,12,7,0.425,positive
570,5,want sweet rich chocol ice cream hit spot,False,14,69,6,2,1,0.3625,positive
571,1,bought think ordinari simpl cleans wipe packag even exfoli wipe find good quit dri actual wipe dri mean leav skin dri good product,False,47,252,21,9,4,0.271875,positive
572,5,ms skin get burnt fron bladder weak use oil gel keep skin protect better product plu smell nice,False,29,151,11,2,3,0.24166666666666667,positive
573,5,good product excel everi day use,False,8,47,2,2,1,0.7,positive
574,5,shower gel smell nice quit thick runni like gel would definit buy,False,22,119,9,3,2,0.14999999999999997,positive
575,4,great product concentr good linger fragranc bonu bottl made percent recycl plastic,False,20,129,7,3,2,0.75,positive
576,5,famili love great chocol ice cream kid enjoy find fish last long household wonder treat,False,25,142,9,5,3,0.33,positive
577,5,everyon love buy,False,6,36,1,2,2,0.5,positive
578,2,use moisturis daili year alway great price howev recent formula chang mean sting slightli appli caus dermat flare around eye compar ingredi think possibl due inclus bromo nitropropan diol dissapoit alway super reliabl even picki skin hope chang formula back otherwis buy,False,81,499,36,19,6,0.11597222222222221,positive
579,5,tri product happi make hair soft,False,16,70,9,1,2,0.1,positive
580,5,wow love much smell amaz linger skin ive notic cream dont love non greasi appli anoth good thing love cream ive found work help dri skin get patch face brill review collect part promot,False,78,391,43,8,2,0.4166666666666667,positive
581,5,would much recommend product use skin feel soft smooth believ continu use long term would see massiv benefit bottl huge would last long time review collect part promot,False,52,270,23,8,6,0.14285714285714285,positive
582,5,product would bought although like vaselin product one never appeal smell realli nice product goe onto skin realli well soak realli nice leav residu like product review collect part promot,False,58,317,25,9,8,0.6,positive
583,5,product smell gorgeou use kitchen certainli buy futur great hand wash lather well non dri skin,False,30,161,14,6,3,0.8,positive
584,2,husband use deoder found applic uncomfort arm sting sensat quit use,False,24,147,13,1,1,0.0,neutral
585,1,pour kitchen sink drain left overnight drainag better morn got essenti waitros drain unblock day later job,False,32,174,15,3,5,0.16666666666666666,positive
586,4,like chocol icecream good one good textur well,False,15,76,7,1,2,0.7,positive
587,4,love creami good chocol flavour contain gmo,False,9,58,2,1,5,0.6,positive
588,2,alway use cif thought great product howev micro granul long plastic care use caus fine scratch wari use stainless steel,False,45,223,24,4,3,0.3416666666666667,positive
589,1,chang great option start,False,11,51,6,1,0,0.8,positive
590,5,best stock ever unless make gravi richer wonder flavour without,False,22,122,11,5,3,1.0,positive
591,1,shame contain palm oil albeit label fat would thought would reformul given public,False,24,147,11,6,2,0.0,neutral
592,5,husband favorit imposs find previou sourc check target thank,False,21,112,10,4,4,0.0,neutral
593,5,realli impress first time use self tan nervou would turn work perfectli gradual tan build light textur dri quickli stain streak love,False,46,237,21,8,4,0.3833333333333333,positive
594,5,love subtl soft colour skin pale use medium dark dove scent fake tan smell far use day row twice weekli keep rub gentli till absorb,False,46,217,20,6,6,-0.02666666666666667,negative
595,5,regular user number simpl product impress refresh shower gel suffer quit dri skin winter use brand shower gel sometim act harshli leav skin quit dri flaki especi face howev simpl shower gel case irrit skin face leav complexion look clearer skin feel soft size bottl adequ everyday use regular use although packag quit mild job would definit choos shower gel choic littl bit goe long way product pleasent scent review collect part promot,False,141,756,67,15,10,0.030555555555555548,positive
596,5,love shower morn moreov use realli fresh shower gel first thing need great day simpl refresh shower gel exactli look someth simpl non odor refresh shower gel perfect blend ingredi clean energis skin perfect even sensit skin review collect part promot,False,78,437,36,11,16,0.6023809523809524,positive
597,4,got product day ago use alreadi mani time might think refresh shower gel quit liquid form could feel cucumb extrat found great often product say thing bottl truli mean wherea simpl product one secondli smell amaz skin badli act upon think good product might pleas other well review collect part promot,False,98,510,44,15,8,0.265625,positive
598,5,love simpl rang great sensit skin never tri shower gel shower gel continu use left feel fresh know best skin make like recommend review collect part promot,False,55,289,27,10,6,0.52,positive
599,5,alway use simpl product got notif request product pleas alway simpl produc anoth great product say tin skin react well simpl product pleas shower gel review collect part promot,False,60,326,30,7,9,0.8,positive
600,5,simpl refresh shower gel person u like daughter enjoy use love ask buy u finish review collect part promot,False,35,227,6,25,21,0.45,positive
601,4,realli good shower gel sensit skin u overwhelm fragranc lot shower gel caus irrit without us even realis simpl shower gel foam well u dri yet still refresh review collect part promot,False,51,312,18,9,3,0.7,positive
602,5,like rest simpl rang product realli kind skin pretti sensit skin great would defintley recommend other simpl design work well review collect part promot,False,47,256,22,7,4,0.425,positive
603,4,simpl shower gel clear gel lather realli realli well use much feel clean like simpl product perfum pretti much odourless hint cucumb smell feel realli natur whilst also make feel clean definit buy review collect part promot,False,69,382,30,14,6,0.24666666666666667,positive
604,5,alway big fan simpl shower gel never disappoint one smell realli love feel nice kind skin perfect everyday use would alway recommend friend review collect part promot,False,48,259,20,6,6,0.4166666666666667,positive
605,5,love shower gel mostli simplic fact contain nasti chemic scent simpl smell bit like soap foam nice skin leav soft hydrat review collect part promot,False,50,266,24,6,3,0.4000000000000001,positive
606,5,shower gel realli simpl use small amount creat love thick lather left skin feel incred clean soft refresh perfum clean fresh smell skin irrit review collect part promot,False,48,272,17,10,4,0.13541666666666666,positive
607,4,got husband chang classic lynx deodor use much smell overpow clean smell last day,False,27,146,12,4,4,0.18333333333333335,positive
608,5,skin dri itchi scali matter noth help switch dove deep moistur bodi wash commerci right chang skin first use skin soft itch stop feel like differ person love product,False,57,297,27,9,11,0.22714285714285715,positive
609,4,bodi lotion gener size last long time therefor great valu money smooth appli leav sticki film skin smell nice low key product realli great everyday use review collect part promot,False,52,283,21,10,4,0.26111111111111107,positive
610,4,iv use vaselin intens care alo sooth bodi lotion coupl time far pleasant smell soak skin quickli far impress product would recommend friend famili review collect part promot,False,52,285,23,5,5,0.31111111111111106,positive
611,5,work like magic,True,3,16,0,0,1,0.5,positive
612,5,great valu money great buy think twice,True,10,57,3,6,3,0.8,positive
